date,scientific_name,common_name,zone,site,plot,pit,spp,sex,rcap,toe_num,sv_length,total_length,weight,tail,pc
3/15/01,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/15/01,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/15/01,uta stansburiana,side-blotched lizard,c,sand,b,1,utst,f,n,NA,49,119,4,w,0
3/15/01,uta stansburiana,side-blotched lizard,c,sand,b,2,utst,m,n,NA,45,102,4,b,0
3/15/01,uta stansburiana,side-blotched lizard,c,sand,b,3,utst,f,n,NA,42,111,3,w,0
3/15/01,uta stansburiana,side-blotched lizard,c,sand,b,6,utst,m,n,NA,45,122,4,w,1
3/15/01,cnemidophorus inornatus,little striped,g,basn,b,7,cnin,f,n,NA,38,122,2,w,0
3/15/01,cnemidophorus uniparens,desert grassland,g,basn,b,11,cnun,f,n,NA,39,121,2,w,0
3/15/01,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/15/01,uta stansburiana,side-blotched lizard,m,nort,c,5,utst,m,n,NA,50,114,4,w,0
3/15/01,uta stansburiana,side-blotched lizard,m,nort,c,5,utst,f,n,NA,49,112,3,w,0
3/15/01,uta stansburiana,side-blotched lizard,m,nort,c,11,utst,m,n,NA,46,116,3,w,0
3/15/01,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/15/01,uta stansburiana,side-blotched lizard,m,well,b,1,utst,m,n,NA,38,95,3,w,0
3/15/01,uta stansburiana,side-blotched lizard,m,well,b,10,utst,j,n,NA,25,61,1,w,0
3/15/01,uta stansburiana,side-blotched lizard,m,well,b,14,utst,f,n,NA,44,54,3,b,0
3/15/01,uta stansburiana,side-blotched lizard,t,east,b,4,utst,m,n,NA,51,109,5,b,0
3/15/01,cnemidophorus inornatus,little striped,t,west,a,12,cnin,j,n,NA,36,113,2,w,0
6/8/01,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/8/01,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/8/01,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/8/01,cnemidophorus inornatus,little striped,g,basn,b,5,cnin,f,n,2,53,174,4,w,0
6/8/01,phrynosoma cornutum,texas horned,g,basn,b,5,phco,f,n,1,49,68,5,w,0
6/8/01,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/8/01,cnemidophorus uniparens,desert grassland,g,summ,a,13,cnun,f,n,1,58,160,4,w,0
6/8/01,unknown lizard,unknown,m,nort,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/8/01,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/8/01,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/8/01,sceloporus undulatus,eastern fence,t,east,b,4,scun,NA,n,NA,NA,NA,NA,NA,1
6/8/01,cnemidophorus inornatus,little striped,t,west,a,13,cnin,f,n,1,51,171,3,w,0
6/12/01,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/12/01,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/12/01,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/12/01,cnemidophorus tessalatus,colorado checkered,g,basn,b,14,cnte,j,n,1,57,112,4,b,0
6/12/01,cnemidophorus inornatus,little striped,g,ibpe,c,16,cnin,f,n,NA,NA,NA,NA,NA,1
6/12/01,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/12/01,uta stansburiana,side-blotched lizard,m,nort,c,3,utst,m,n,1,50,120,4,b,0
6/12/01,uta stansburiana,side-blotched lizard,m,nort,c,14,utst,j,n,2,44,107,3,w,0
6/12/01,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/12/01,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/12/01,phrynosoma modestum,roundtail horned,t,east,b,7,phmo,f,n,1,56,85,10,w,0
6/12/01,sceloporus undulatus,eastern fence,t,east,b,13,scun,m,n,2,62,135,6,b,0
6/12/01,crotaphytus collaris,collared lizard,t,east,b,16,crco,f,n,2,81,246,27,w,0
6/12/01,crotaphytus collaris,collared lizard,t,west,a,4,crco,f,n,1,79,228,21,w,0
6/15/01,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/15/01,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/15/01,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/15/01,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/15/01,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/15/01,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/15/01,unknown lizard,unknown,m,nort,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/15/01,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/15/01,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/15/01,crotaphytus collaris,collared lizard,t,east,b,7,crco,f,NA,NA,NA,NA,NA,NA,1
6/15/01,crotaphytus collaris,collared lizard,t,west,a,5,crco,f,n,3,83,230,22,w,0
6/19/01,phrynosoma modestum,roundtail horned,c,cali,a,5,phmo,f,n,2,99,60,6,w,0
6/19/01,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/19/01,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/19/01,cnemidophorus inornatus,little striped,g,basn,b,4,cnin,NA,NA,NA,NA,NA,NA,NA,1
6/19/01,phrynosoma cornutum,texas horned,g,basn,b,5,phco,f,n,2,49,70,6,w,0
6/19/01,cnemidophorus inornatus,little striped,g,basn,b,6,cnin,m,n,4,NA,NA,NA,NA,1
6/19/01,cnemidophorus inornatus,little striped,g,basn,b,15,cnin,f,n,5,54,170,3,b,0
6/19/01,cnemidophorus inornatus,little striped,g,ibpe,c,16,cnin,m,n,3,56,160,3,b,0
6/19/01,eumeces obsoletus,great plains,g,summ,a,8,euob,NA,NA,NA,NA,NA,NA,NA,1
6/19/01,unknown lizard,unknown,m,nort,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/19/01,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/19/01,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/19/01,crotaphytus collaris,collared lizard,t,east,b,9,crco,f,NA,2,84,255,26,w,0
6/19/01,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/10/01,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/10/01,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/10/01,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/10/01,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/10/01,uta stansburiana,side-blotched lizard,g,ibpe,c,7,utst,m,n,5,34,95,1,w,0
8/10/01,uta stansburiana,side-blotched lizard,g,ibpe,c,12,utst,j,n,4,22,56,1,w,0
8/10/01,cnemidophorus uniparens,desert grassland,g,summ,a,5,cnun,f,n,1,64,149,7,w,0
8/10/01,unknown lizard,unknown,m,nort,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
8/10/01,cnemidophorus inornatus,little striped,m,nort,c,4,cnin,j,n,NA,NA,NA,1,w,1
8/10/01,uta stansburiana,side-blotched lizard,m,nort,c,5,utst,j,n,3,24,60,1,w,0
8/10/01,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/10/01,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/10/01,uta stansburiana,side-blotched lizard,t,east,b,10,utst,j,n,1,30,81,1,w,0
8/10/01,uta stansburiana,side-blotched lizard,t,east,b,11,utst,j,n,2,29,78,1,w,0
8/10/01,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/14/01,uta stansburiana,side-blotched lizard,c,cali,a,9,utst,j,n,9,33,85,1,w,0
8/14/01,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/14/01,uta stansburiana,side-blotched lizard,c,sand,b,16,utst,j,n,8,35,61,1,b,0
8/14/01,cnemidophorus tessalatus,colorado checkered,g,ibpe,c,14,cnte,j,n,2,37,120,1,w,0
8/14/01,uta stansburiana,side-blotched lizard,g,ibpe,c,15,utst,f,n,7,49,121,3,w,0
8/14/01,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/14/01,uta stansburiana,side-blotched lizard,m,nort,c,11,utst,j,n,6,23,58,1,w,0
8/14/01,cnemidophorus tessalatus,colorado checkered,m,nort,c,12,cnte,j,n,1,40,118,1,w,0
8/14/01,eumeces obsoletus,great plains,m,rabb,a,12,euob,j,n,1,35,89,2,w,0
8/14/01,cnemidophorus tigrisatus,western whiptail,m,well,b,1,cnti,f,n,1,87,310,20,w,0
8/14/01,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/14/01,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/17/01,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/17/01,uta stansburiana,side-blotched lizard,c,grav,d,7,utst,j,n,17,28,79,1,w,0
8/17/01,uta stansburiana,side-blotched lizard,c,sand,b,8,utst,f,n,16,46,125,3,w,0
8/17/01,cnemidophorus inornatus,little striped,g,basn,b,6,cnin,NA,NA,NA,NA,NA,NA,w,1
8/17/01,uta stansburiana,side-blotched lizard,g,ibpe,c,4,utst,j,n,13,30,70,1,b,0
8/17/01,uta stansburiana,side-blotched lizard,g,ibpe,c,7,utst,j,n,14,31,77,1,w,0
8/17/01,uta stansburiana,side-blotched lizard,g,ibpe,c,15,utst,j,n,15,22,58,1,w,0
8/17/01,unknown lizard,unknown,m,nort,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/17/01,uta stansburiana,side-blotched lizard,m,rabb,a,10,utst,j,n,10,24,36,1,b,0
8/17/01,uta stansburiana,side-blotched lizard,m,well,b,12,utst,j,n,11,26,67,1,w,0
8/17/01,uta stansburiana,side-blotched lizard,m,well,b,16,utst,j,n,12,27,69,1,w,0
8/17/01,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/17/01,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/21/01,uta stansburiana,side-blotched lizard,c,cali,a,5,utst,m,n,24,35,99,1,w,0
8/21/01,uta stansburiana,side-blotched lizard,c,grav,d,5,utst,j,n,25,29,80,1,w,0
8/21/01,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/21/01,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/21/01,uta stansburiana,side-blotched lizard,g,ibpe,c,6,utst,j,n,22,32,89,1,w,0
8/21/01,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/21/01,uta stansburiana,side-blotched lizard,m,nort,c,2,utst,m,n,18,48,130,3,w,0
8/21/01,uta stansburiana,side-blotched lizard,m,nort,c,2,utst,j,n,19,26,75,1,w,0
8/21/01,cnemidophorus tigrisatus,western whiptail,m,nort,c,9,cnti,j,n,2,35,113,1,w,0
8/21/01,uta stansburiana,side-blotched lizard,m,rabb,a,15,utst,j,n,20,27,76,1,w,0
8/21/01,uta stansburiana,side-blotched lizard,m,well,b,2,utst,m,n,21,36,98,1,w,0
8/21/01,uta stansburiana,side-blotched lizard,t,east,b,12,utst,j,n,23,32,88,1,w,0
8/21/01,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/14/01,uta stansburiana,side-blotched lizard,c,cali,a,6,utst,f,n,21,42,105,3,w,0
11/14/01,uta stansburiana,side-blotched lizard,c,grav,d,1,utst,f,n,23,48,59,3,b,0
11/14/01,uta stansburiana,side-blotched lizard,c,grav,d,5,utst,m,n,22,49,141,5,w,0
11/14/01,uta stansburiana,side-blotched lizard,c,sand,b,8,utst,m,n,20,53,129,5,w,0
11/14/01,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/14/01,uta stansburiana,side-blotched lizard,g,ibpe,c,9,utst,m,NA,NA,NA,NA,NA,NA,1
11/14/01,uta stansburiana,side-blotched lizard,g,ibpe,c,13,utst,m,n,18,51,137,5,w,0
11/14/01,uta stansburiana,side-blotched lizard,g,ibpe,c,14,utst,f,n,19,45,111,3,w,0
11/14/01,uta stansburiana,side-blotched lizard,m,nort,c,4,utst,m,n,10,50,72,3,b,0
11/14/01,uta stansburiana,side-blotched lizard,m,nort,c,4,utst,f,n,NA,45,120,3,w,1
11/14/01,uta stansburiana,side-blotched lizard,m,nort,c,15,utst,f,n,11,45,115,4,w,0
11/14/01,uta stansburiana,side-blotched lizard,m,rabb,a,1,utst,f,n,13,39,90,2,w,0
11/14/01,uta stansburiana,side-blotched lizard,m,rabb,a,7,utst,f,n,12,42,113,2,w,0
11/14/01,uta stansburiana,side-blotched lizard,m,rabb,a,16,utst,m,n,14,47,126,3,w,1
11/14/01,uta stansburiana,side-blotched lizard,m,well,b,3,utst,m,n,15,51,139,5,w,0
11/14/01,uta stansburiana,side-blotched lizard,m,well,b,6,utst,f,n,16,37,104,2,w,0
11/14/01,uta stansburiana,side-blotched lizard,m,well,b,10,utst,f,n,17,43,118,2,w,0
11/14/01,uta stansburiana,side-blotched lizard,t,east,b,1,utst,m,n,5,48,134,5,w,0
11/14/01,uta stansburiana,side-blotched lizard,t,east,b,1,utst,f,n,NA,NA,NA,NA,NA,1
11/14/01,uta stansburiana,side-blotched lizard,t,east,b,2,utst,m,n,6,49,140,5,w,0
11/14/01,uta stansburiana,side-blotched lizard,t,east,b,4,utst,m,n,7,52,143,5,w,0
11/14/01,uta stansburiana,side-blotched lizard,t,east,b,4,utst,m,n,9,52,111,5,b,0
11/14/01,uta stansburiana,side-blotched lizard,t,east,b,5,utst,m,n,8,55,149,6,w,0
11/14/01,uta stansburiana,side-blotched lizard,t,east,b,9,utst,f,n,3,46,108,4,b,0
11/14/01,uta stansburiana,side-blotched lizard,t,east,b,9,utst,m,n,4,53,140,6,w,0
11/14/01,uta stansburiana,side-blotched lizard,t,east,b,10,utst,f,n,2,46,125,4,w,0
11/14/01,uta stansburiana,side-blotched lizard,t,west,a,2,utst,f,n,1,45,121,3,w,0
11/20/01,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/20/01,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/20/01,uta stansburiana,side-blotched lizard,c,sand,b,1,utst,m,n,NA,40,111,2,w,0
11/20/01,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/20/01,uta stansburiana,side-blotched lizard,g,ibpe,c,1,utst,m,n,NA,48,130,4,w,0
11/20/01,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/20/01,unknown lizard,unknown,m,nort,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/20/01,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/20/01,uta stansburiana,side-blotched lizard,m,well,b,1,utst,f,n,NA,38,86,2,b,0
11/20/01,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/20/01,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/11/02,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/11/02,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/11/02,uta stansburiana,side-blotched lizard,c,sand,b,1,utst,m,n,4,53,128,4,w,0
3/11/02,uta stansburiana,side-blotched lizard,c,sand,b,8,utst,m,n,1,55,156,6,w,0
3/11/02,uta stansburiana,side-blotched lizard,c,sand,b,9,utst,f,n,2,44,120,4,w,0
3/11/02,uta stansburiana,side-blotched lizard,c,sand,b,12,utst,f,n,3,45,111,4,w,0
3/11/02,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/11/02,uta stansburiana,side-blotched lizard,g,ibpe,c,11,utst,f,n,6,47,128,3,w,0
3/11/02,cnemidophorus inornatus,little striped,g,ibpe,c,14,cnin,f,n,1,42,140,2,b,0
3/11/02,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/11/02,uta stansburiana,side-blotched lizard,m,nort,c,14,utst,f,n,11,45,115,4,w,1
3/11/02,uta stansburiana,side-blotched lizard,m,rabb,a,13,utst,f,n,5,42,121,3,w,0
3/11/02,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/11/02,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/11/02,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/18/02,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/18/02,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/18/02,uta stansburiana,side-blotched lizard,c,sand,b,7,utst,f,n,7,NA,NA,NA,b,1
3/18/02,uta stansburiana,side-blotched lizard,c,sand,b,16,utst,f,n,8,46,125,4,w,0
3/18/02,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/18/02,cnemidophorus inornatus,little striped,g,ibpe,c,13,cnin,f,n,2,48,165,3,w,0
3/18/02,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/18/02,uta stansburiana,side-blotched lizard,m,nort,c,8,utst,f,n,9,45,120,3,w,0
3/18/02,uta stansburiana,side-blotched lizard,m,nort,c,10,utst,f,n,10,40,110,3,w,0
3/18/02,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/18/02,uta stansburiana,side-blotched lizard,m,well,b,6,utst,f,n,11,43,117,2,w,1
3/18/02,uta stansburiana,side-blotched lizard,t,east,b,8,utst,m,n,13,50,135,4,w,1
3/18/02,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,uta stansburiana,side-blotched lizard,c,sand,b,1,utst,f,n,1,49,126,3,w,0
6/7/02,holbrookia maculata,lesser earless,g,basn,b,8,homa,f,n,1,57,117,6,w,0
6/7/02,cnemidophorus inornatus,little striped,g,basn,b,12,cnin,f,n,1,58,149,4,w,0
6/7/02,cnemidophorus inornatus,little striped,g,basn,b,12,cnin,f,n,NA,NA,NA,NA,w,1
6/7/02,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,unknown lizard,unknown,m,nort,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/7/02,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
6/11/02,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/11/02,unknown lizard,unknown,c,grav,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
6/11/02,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/11/02,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/11/02,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/11/02,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/11/02,unknown lizard,unknown,m,nort,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/11/02,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/11/02,phrynosoma cornutum,texas horned,m,well,b,15,phco,f,n,1,40,57,3,w,0
6/11/02,holbrookia maculata,lesser earless,t,east,b,15,homa,NA,NA,NA,NA,NA,NA,NA,1
6/11/02,cnemidophorus tigrisatus,western whiptail,t,east,b,16,cnti,m,n,3,86,230,21,w,0
6/11/02,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
6/11/02,cnemidophorus inornatus,little striped,t,west,a,4,cnin,m,n,2,55,174,5,w,0
6/11/02,cnemidophorus tigrisatus,western whiptail,t,west,a,13,cnti,m,n,1,88,280,23,w,0
6/11/02,cnemidophorus tigrisatus,western whiptail,t,west,a,13,cnti,m,n,2,84,340,23,w,0
6/14/02,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/14/02,unknown lizard,unknown,c,grav,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/14/02,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/14/02,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/14/02,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/14/02,cnemidophorus tessalatus,colorado checkered,g,summ,c,2,cnte,NA,NA,NA,NA,NA,NA,NA,1
6/14/02,unknown lizard,unknown,m,nort,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/14/02,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/14/02,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/14/02,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/14/02,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
6/14/02,phrynosoma cornutum,texas horned,t,west,a,5,phco,f,n,2,40,59,NA,w,1
6/18/02,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/18/02,phrynosoma modestum,roundtail horned,c,grav,c,15,phmo,m,n,NA,40,60,3,w,0
6/18/02,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/18/02,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/18/02,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/18/02,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/18/02,unknown lizard,unknown,m,nort,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/18/02,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/18/02,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/18/02,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/18/02,cnemidophorus tigrisatus,western whiptail,t,west,a,4,cnti,m,r,NA,84,340,23,w,1
6/18/02,crotaphytus collaris,collared lizard,t,west,a,5,crco,f,n,NA,100,245,38,w,1
6/18/02,cnemidophorus inornatus,little striped,t,west,a,7,cnin,m,n,NA,55,160,3,b,1
8/15/02,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/15/02,unknown lizard,unknown,c,grav,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/15/02,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
8/15/02,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
8/15/02,uta stansburiana,side-blotched lizard,g,basn,b,9,utst,j,n,10,33,86,1,w,0
8/15/02,uta stansburiana,side-blotched lizard,g,ibpe,c,3,utst,j,n,NA,NA,NA,NA,NA,1
8/15/02,uta stansburiana,side-blotched lizard,g,ibpe,c,6,utst,f,n,6,40,109,2,w,0
8/15/02,uta stansburiana,side-blotched lizard,g,ibpe,c,6,utst,j,n,7,35,91,1,w,0
8/15/02,uta stansburiana,side-blotched lizard,g,ibpe,c,9,utst,j,n,8,33,90,1,w,0
8/15/02,uta stansburiana,side-blotched lizard,g,ibpe,c,15,utst,j,n,9,34,95,1,w,0
8/15/02,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/15/02,uta stansburiana,side-blotched lizard,m,nort,c,1,utst,m,n,3,35,96,1,w,0
8/15/02,uta stansburiana,side-blotched lizard,m,nort,c,4,utst,j,n,2,38,100,1,w,0
8/15/02,phrynosoma modestum,roundtail horned,m,nort,c,8,phmo,j,n,1,26,34,1,w,0
8/15/02,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/15/02,uta stansburiana,side-blotched lizard,m,well,b,4,utst,j,n,4,26,71,1,w,0
8/15/02,uta stansburiana,side-blotched lizard,m,well,b,8,utst,m,n,5,31,64,1,b,0
8/15/02,uta stansburiana,side-blotched lizard,t,east,b,1,utst,m,n,1,40,47,1,b,0
8/15/02,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
8/15/02,cnemidophorus inornatus,little striped,t,west,a,2,cnin,j,n,1,31,86,1,w,0
8/15/02,crotaphytus collaris,collared lizard,t,west,a,2,crco,NA,NA,NA,NA,NA,NA,NA,1
